applicant_income,loan_amount,credit_score,existing_debt,employment_years,loan_term,employment_type,education,property_area,self_employed,loan_approved
107132,31586,717.0,30858,5.3,12,,Graduate,Semiurban,Yes,1
185812,95479,702.0,111233,6.2,48,Salaried,Graduate,Urban,No,1
51367,141860,632.0,65153,9.6,48,Salaried,Graduate,Semiurban,No,0
78610,147359,493.0,40615,5.6,48,Self-employed,Graduate,Urban,Yes,0
56662,24414,611.0,38454,7.6,24,Salaried,Postgraduate,Urban,No,0
67714,58884,685.0,100543,3.8,60,Contract,Postgraduate,Urban,No,0
183743,33028,557.0,34015,8.3,48,Salaried,Graduate,Semiurban,No,1
189626,56179,704.0,19066,7.5,48,Self-employed,Postgraduate,Urban,Yes,1
32813,90076,727.0,68861,9.5,48,Salaried,Postgraduate,Rural,No,0
135616,52085,661.0,119101,8.9,60,Salaried,Graduate,Semiurban,No,0
65749,20127,390.0,21998,8.4,60,Salaried,Postgraduate,Urban,No,0
58698,86504,541.0,30638,5.6,36,Contract,High School,Semiurban,No,0
76110,17921,810.0,56296,7.0,36,Salaried,High School,Semiurban,No,1
59017,44004,604.0,23977,10.3,36,Contract,Graduate,Urban,No,0
110784,10077,481.0,78097,3.4,48,Salaried,Graduate,Semiurban,No,0
199231,23023,755.0,30434,3.5,36,Salaried,Graduate,Urban,No,1
127627,75447,651.0,15381,6.7,12,Salaried,Postgraduate,Urban,No,1
151567,137607,744.0,31352,7.7,24,Salaried,Graduate,Semiurban,No,0
111325,126193,674.0,111671,,60,Contract,Graduate,Semiurban,No,0
27433,24824,689.0,112187,5.7,60,Salaried,Graduate,Urban,No,0
39720,15225,681.0,60686,5.6,60,Self-employed,High School,Urban,Yes,0
72052,60713,709.0,48054,0.0,36,Salaried,Graduate,Semiurban,No,0
67641,107838,844.0,98343,5.1,48,Salaried,Graduate,Urban,No,0
172101,122009,733.0,23311,5.4,48,Self-employed,Postgraduate,Rural,Yes,1
172627,133469,516.0,78468,5.4,36,Contract,Graduate,Semiurban,No,0
174471,61330,688.0,81606,11.7,24,Self-employed,High School,Rural,Yes,1
136578,35200,747.0,85200,1.1,60,Salaried,High School,Urban,No,1
122330,13952,752.0,26153,2.7,12,Self-employed,High School,Rural,Yes,0
138601,32029,614.0,85935,0.0,36,Self-employed,Postgraduate,Urban,Yes,0
96191,19774,749.0,73438,4.1,48,Salaried,Graduate,Urban,No,1
142285,139120,729.0,105011,4.4,48,Self-employed,Graduate,Urban,Yes,1
164027,50261,850.0,20926,4.0,24,Salaried,High School,Urban,No,1
158508,133468,586.0,73632,10.4,48,Self-employed,Postgraduate,Rural,Yes,0
132420,92973,607.0,99556,9.4,24,Contract,High School,Semiurban,No,0
35168,90841,624.0,33386,6.3,48,Contract,Graduate,Semiurban,No,0
151866,78218,608.0,89253,4.5,24,Self-employed,Graduate,Semiurban,Yes,0
89156,132879,574.0,11941,10.1,48,Self-employed,Graduate,Semiurban,Yes,0
155141,16517,415.0,86171,5.9,48,Self-employed,Graduate,Semiurban,Yes,0
119417,23913,,72750,2.7,24,Salaried,High School,Rural,No,1
179207,73508,681.0,23106,0.0,24,Salaried,Graduate,Semiurban,No,0
84229,69172,608.0,7962,4.2,48,Salaried,Postgraduate,Semiurban,No,1
187993,91839,815.0,89458,9.0,12,Salaried,Graduate,Urban,No,1
172783,120669,651.0,28955,15.1,24,Contract,Postgraduate,Rural,No,1
82943,98131,760.0,59693,6.2,36,Contract,Graduate,Urban,No,0
109450,48617,672.0,7284,2.9,60,Salaried,High School,Urban,No,1
117985,59093,720.0,115619,1.3,36,Salaried,Graduate,Rural,No,0
159509,122849,674.0,65866,8.2,36,Self-employed,Graduate,Urban,Yes,0
145602,40220,766.0,111789,0.0,60,Salaried,High School,Urban,No,0
174102,85626,655.0,19240,8.2,36,Self-employed,Graduate,Urban,Yes,0
89726,90818,692.0,24695,9.3,36,,Graduate,Urban,No,1
113338,122539,681.0,73248,7.7,36,Salaried,Graduate,Rural,No,0
100401,117153,625.0,72539,5.1,36,Salaried,High School,Rural,No,0
184171,79701,684.0,94903,8.3,36,Salaried,Postgraduate,Semiurban,No,1
78371,56374,,111366,6.7,48,Salaried,,Rural,No,1
127746,65185,,98625,2.9,12,Salaried,Graduate,Semiurban,No,1
46029,71738,686.0,16826,13.4,48,Salaried,High School,Rural,No,0
173798,42878,757.0,37145,4.6,24,Salaried,Postgraduate,Urban,No,1
92238,103811,,109658,9.1,36,Salaried,Graduate,Semiurban,No,0
84603,41256,651.0,65874,0.0,24,Salaried,Graduate,Urban,No,0
127010,107301,447.0,104041,11.1,36,Self-employed,High School,Urban,Yes,0
112292,122723,694.0,67561,11.9,48,Salaried,Graduate,Semiurban,No,1
173395,154275,461.0,5968,,36,Contract,Graduate,Urban,No,0
117996,27836,775.0,56746,8.2,24,Salaried,Graduate,Semiurban,No,1
115474,123959,664.0,98959,8.2,24,Salaried,Postgraduate,Semiurban,No,0
43371,22897,735.0,78613,3.4,48,Salaried,,Urban,No,0
28839,60587,573.0,15933,8.2,24,Self-employed,High School,Urban,Yes,0
94746,36443,518.0,25210,2.8,48,Salaried,Graduate,Semiurban,No,0
199686,34342,672.0,102524,3.6,36,Salaried,Graduate,Rural,No,1
185534,36301,647.0,117509,10.5,24,Salaried,Graduate,Urban,No,1
135071,16590,608.0,90346,9.9,48,Contract,Graduate,Rural,No,1
135395,133466,657.0,11769,3.2,36,Salaried,Graduate,Rural,No,0
93513,19169,850.0,74303,3.1,12,Salaried,Graduate,Semiurban,No,0
56063,69775,721.0,99506,3.4,60,Contract,Graduate,Urban,No,0
26495,114874,739.0,76823,8.9,24,Salaried,Postgraduate,Semiurban,No,0
84299,158558,722.0,71291,2.0,36,Salaried,Graduate,Rural,No,0
80381,138055,776.0,56082,7.4,36,Self-employed,Graduate,Urban,Yes,0
58530,30581,634.0,29382,9.0,36,Salaried,Graduate,Rural,No,1
70354,158160,475.0,33691,5.6,48,Salaried,Graduate,Rural,No,0
29344,108030,634.0,89481,10.0,12,Salaried,Graduate,Semiurban,No,0
131393,36935,719.0,8377,4.8,60,Salaried,Postgraduate,Semiurban,No,1
187305,77309,568.0,10137,5.1,36,Contract,High School,Semiurban,No,1
145889,147682,635.0,47599,2.1,60,Self-employed,,Semiurban,Yes,0
103436,68937,,92930,10.1,48,Salaried,High School,Rural,No,0
98546,37545,778.0,78844,2.9,60,Salaried,Postgraduate,Urban,No,0
78818,141262,714.0,70798,7.4,36,Self-employed,High School,Urban,Yes,0
49921,152946,705.0,64095,5.7,36,Self-employed,Postgraduate,Urban,Yes,0
129733,156339,703.0,13290,1.8,36,Salaried,Graduate,Rural,No,0
124141,153356,647.0,39815,3.6,48,Contract,High School,Urban,No,0
26280,140928,667.0,9540,11.5,36,Salaried,Graduate,Rural,No,0
97716,78173,549.0,90978,6.8,48,Self-employed,Graduate,Semiurban,Yes,0
73653,38845,464.0,90100,2.0,12,Salaried,Graduate,Urban,No,0
54799,102573,663.0,30971,7.2,48,Salaried,Graduate,Rural,No,0
148030,43119,678.0,35152,5.4,24,Self-employed,Graduate,Semiurban,Yes,1
117019,80973,753.0,38094,19.8,60,Self-employed,Graduate,Urban,Yes,1
135909,108411,784.0,106716,7.1,24,Salaried,Graduate,Urban,No,0
149859,151986,783.0,58623,4.5,24,Salaried,Postgraduate,Urban,No,0
196816,53362,565.0,91448,11.7,48,Self-employed,Graduate,Urban,Yes,1
165483,47787,620.0,53859,0.0,48,Salaried,High School,Urban,No,0
133562,120208,691.0,83782,6.4,48,Salaried,Graduate,Semiurban,No,1
